1	14 
2	31 
3	41 
4	8 
5	43 
6	30 
7	57 
8	8 
9	5 
10	34 
11	6 
12	7 
13	35 
14	8 
15	39 
16	43 
17	51 
18	34 
19	1 
20	49 
21	52 
22	43 
23	24 
24	15 
25	41 
26	41 
27	44 
28	18 
29	5 
30	14 
31	56 
32	51 
33	46 
34	3 
35	57 
36	2 
37	32 
38	28 
39	6 
40	35 
41	20 
42	11 
43	55 
44	31 
45	45 
46	43 
47	42 
48	29 
49	49 
50	38 
51	7 
52	18 
53	1 
54	44 
55	50 
56	53 
57	43 
58	12 
59	10 
60	50 
61	54 
62	24 
63	18 
64	14 
65	13 
66	18 
67	27 
68	30 
69	42 
70	51 
71	18 
72	48 
73	32 
74	3 
75	26 
76	17 
77	55 
78	20 
79	39 
80	38 
81	20 
82	8 
83	26 
84	39 
85	29 
86	58 
87	19 
88	52 
89	2 
90	27 
91	43 
92	10 
93	21 
94	45 
95	36 
96	50 
97	58 
98	8 
99	54 
100	1 
101	20 
102	21 
103	26 
104	56 
105	41 
106	43 
107	25 
108	27 
109	5 
110	12 
111	12 
112	4 
113	1 
114	3 
115	56 
116	28 
117	11 
118	56 
119	43 
120	50 
121	9 
122	58 
123	12 
124	39 
125	46 
126	42 
127	59 
128	16 
129	26 
130	37 
131	29 
132	44 
133	27 
134	8 
135	22 
136	57 
137	18 
138	50 
139	1 
140	27 
141	8 
142	9 
143	39 
144	46 
145	27 
146	41 
147	43 
148	29 
149	4 
150	50 
151	22 
152	55 
153	38 
154	54 
155	59 
156	56 
157	10 
158	2 
159	12 
160	46 
161	33 
162	42 
163	48 
164	24 
165	45 
166	24 
167	26 
168	33 
169	9 
170	6 
171	20 
172	15 
173	24 
174	54 
175	40 
176	51 
177	18 
178	16 
179	42 
180	51 
181	27 
182	38 
183	43 
184	1 
185	41 
186	13 
187	20 
188	8 
189	55 
190	9 
191	50 
192	29 
193	17 
194	12 
195	55 
196	13 
197	15 
198	20 
199	40 
200	33 
201	56 
202	10 
203	39 
204	42 
205	59 
206	10 
207	19 
208	25 
209	55 
210	8 
211	55 
212	55 
213	43 
214	24 
215	41 
216	31 
217	41 
218	55 
219	43 
220	55 
221	43 
222	50 
223	3 
224	55 
225	9 
226	19 
227	41 
228	31 
229	27 
230	42 
231	12 
232	51 
233	24 
234	50 
235	22 
236	3 
237	58 
238	21 
239	8 
240	55 
241	51 
242	20 
243	5 
244	11 
245	4 
246	46 
247	35 
248	1 
249	22 
250	59 
251	26 
252	9 
253	43 
254	10 
