1	30
1	64
1	847
2	487
2	815
2	836
3	966
3	1000
3	1010
4	851
4	976
4	988
5	1014
5	1021
5	1024
6	834
6	924
6	937
7	35
7	822
7	831
8	851
8	959
8	988
9	29
9	321
9	917
10	324
10	500
10	801
11	39
11	170
11	664
12	361
12	561
12	689
13	247
13	859
13	931
14	416
14	968
14	976
15	984
15	994
15	1001
16	984
16	1021
16	1024
17	916
17	954
17	991
18	374
18	475
18	801
19	899
19	1003
19	1004
20	589
20	609
20	613
21	469
21	576
21	719
22	1014
22	1021
22	1024
23	906
23	911
23	941
24	810
24	878
24	905
25	721
25	980
25	1010
26	966
26	1000
26	1010
27	54
27	329
27	482
28	975
28	1017
28	1018
29	9
29	321
29	742
30	1
30	64
30	523
31	80
31	977
31	979
32	780
32	913
32	991
33	616
33	770
33	799
34	223
34	795
34	828
35	7
35	662
35	680
36	958
36	963
36	965
37	264
37	401
37	657
38	808
38	832
38	928
39	11
39	170
39	772
40	859
40	891
40	968
41	1013
41	1015
41	1022
42	863
42	887
42	893
43	1009
43	1020
43	1023
44	792
44	836
44	850
45	305
45	513
45	677
46	1014
46	1021
46	1024
47	674
47	788
47	901
48	649
48	667
48	804
49	589
49	609
49	613
50	421
50	721
50	787
51	600
51	642
51	689
52	1008
52	1017
52	1018
53	1003
53	1004
53	1012
54	27
54	132
54	705
55	568
55	769
55	953
56	746
56	821
56	840
57	995
57	1021
57	1024
58	885
58	890
58	934
59	932
59	995
59	997
60	796
60	953
60	971
61	154
61	620
61	897
62	683
62	941
62	944
63	1008
63	1017
63	1018
64	1
64	30
64	1017
65	196
65	594
65	925
66	777
66	1017
66	1018
67	982
67	998
67	1018
68	834
68	904
68	937
69	825
69	901
69	986
70	794
70	977
70	991
71	791
71	1017
71	1018
72	598
72	653
72	807
73	401
73	471
73	657
74	114
74	441
74	574
75	607
75	778
75	852
76	378
76	498
76	567
77	901
77	1020
77	1023
78	1006
78	1015
78	1022
79	984
79	994
79	1001
80	31
80	182
80	721
81	945
81	1013
81	1015
82	779
82	976
82	988
83	167
83	582
83	852
84	639
84	984
84	1001
85	494
85	804
85	824
86	558
86	699
86	1021
87	583
87	866
87	867
88	493
88	579
